PRODUTO;PRINCÍPIO ATIVO;LABORATÓRIO;TIPO DE PRODUTO (STATUS DO PRODUTO);TARJA
ADACNE;ADAPALENO;GLENMARK FARMACÊUTICA LTDA;Similar;Tarja Vermelha
ADACNE CLIN;"FOSFATO DE CLINDAMICINA;ADAPALENO";GLENMARK FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
ADALAT;NIFEDIPINO;BAYER S.A.;Novo (Referência);Tarja Vermelha
ADALAT OROS;NIFEDIPINO;BAYER S.A.;Novo (Referência);Tarja Vermelha
ADALAT RETARD;NIFEDIPINO;BAYER S.A.;Novo (Referência);Tarja Vermelha
ADAPALENO;ADAPALENO;EMS S/A;Genérico;Tarja Vermelha
ADAPALENO;ADAPALENO;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
ADAPALENO;ADAPALENO;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
ADAPALENO;ADAPALENO;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
ADAPALENO;ADAPALENO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
ADAPEL;ADAPALENO;SANOFI MEDLEY FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
ADAPTA;CLORIDRATO DE VENLAFAXINA;CELLERA FARMACÊUTICA S.A.;Similar;Tarja Vermelha
ADCETRIS;BRENTUXIMABE VEDOTINA;TAKEDA PHARMA LTDA.;Biológicos;Tarja Vermelha
ADCIRCA;TADALAFILA;ELI LILLY DO BRASIL LTDA;Novo;Tarja Vermelha
ADDERA D3;COLECALCIFEROL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Específico;Venda Livre
ADDERA D3;COLECALCIFEROL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Similar;Venda Livre
ADEFORTE;"PALMITATO DE RETINOL;COLECALCIFEROL;ACETATO DE RACEALFATOCOFEROL";LABORATÓRIO GROSS S. A.;Específico;Venda Livre
AD-ELEMENT;"SULFATO DE ZINCO HEPTAIDRATADO;SULFATO DE MANGANÊS MONOIDRATADO;SULFATO CÚPRICO PENTAIDRATADO;CLORETO CRÔMICO HEXAIDRATADO";LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;Específico;Tarja Vermelha
ADEMPAS;RIOCIGUATE;BAYER S.A.;Novo;Tarja Vermelha sob restrição
ADENOCARD;ADENOSINA;LIBBS FARMACÊUTICA LTDA;Similar (Referência);Tarja Vermelha
ADENOSINA;ADENOSINA;HIPOLABOR FARMACEUTICA LTDA;Genérico;Tarja Vermelha
ADILOZ;LINEZOLIDA;EMS S/A;Similar;Tarja Vermelha
ADINOS;DESONIDA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Novo (Referência);Venda Livre
ADINOS GEN;"SULFATO DE GENTAMICINA;DESONIDA";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Novo (Referência);Tarja Vermelha
ADIPEPT;PANTOPRAZOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Similar;Tarja Vermelha
ADNAX;"CLORIDRATO DE NAFAZOLINA;CLORIDRATO DE DIFENIDRAMINA";COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Similar;Tarja Vermelha
ADOLESS;"GESTODENO;ETINILESTRADIOL";FARMOQUÍMICA S/A;Similar;Tarja Vermelha
ADREN;EPINEFRINA;HIPOLABOR FARMACEUTICA LTDA;Similar;Tarja Vermelha
ADRIBLASTINA RD;CLORIDRATO DE DOXORRUBICINA;LABORATÓRIOS PFIZER LTDA;Novo (Referência);Tarja Vermelha
ADRIBLASTINA RD;CLORIDRATO DE DOXORRUBICINA;WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
AD-TIL;"COLECALCIFEROL;ACETATO DE RETINOL";TAKEDA PHARMA LTDA.;Específico;Tarja Vermelha
ADVANTAN;ACEPONATO DE METILPREDNISOLONA;BAYER S.A.;Novo (Referência);Venda Livre
ADVATE;ALFAOCTOCOGUE;SHIRE FARMACÊUTICA BRASIL LTDA.;Biológicos;Tarja Vermelha
ADVIL;IBUPROFENO;WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo;Venda Livre
ADVIL;IBUPROFENO;WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Venda Livre
ADVIL;IBUPROFENO;LABORATÓRIOS PFIZER LTDA;Novo (Referência);Venda Livre
AEBOL;HEMIFUMARATO DE QUETIAPINA;ZYDUS NIKKHO FARMACÊUTICA LTDA;Similar;Venda Livre
AERODINI;SULFATO DE SALBUTAMOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Venda Livre
AERODIVENT;BROMETO DE IPRATRÓPIO;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
AEROFLUX;"SULFATO DE SALBUTAMOL;GUAIFENESINA";GLAXOSMITHKLINE BRASIL LTDA;Novo (Referência);Venda Livre
AEROFRIN;SULFATO DE SALBUTAMOL;PHARMASCIENCE INDÚSTRIA FARMACÊUTICA EIRELI;Similar;Venda Livre
AEROGOLD;SULFATO DE SALBUTAMOL;GLENMARK FARMACÊUTICA LTDA;Similar;Venda Livre
AERO-IFAL;SULFATO DE SALBUTAMOL;IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA;Similar;Venda Livre
AEROLIN;SULFATO DE SALBUTAMOL;GLAXOSMITHKLINE BRASIL LTDA;Novo (Referência);Venda Livre
AEROLIN NEBULES;SULFATO DE SALBUTAMOL;GLAXOSMITHKLINE BRASIL LTDA;Novo;Venda Livre
AEROMED;SULFATO DE SALBUTAMOL;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;Similar;Venda Livre
AEROTRAT;SULFATO DE SALBUTAMOL;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;Similar;Venda Livre
AFINITOR;EVEROLIMO;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Venda Livre
AFOLIC;ÁCIDO FÓLICO;NATULAB LABORATÓRIO S.A;Específico;Tarja Vermelha
AFOLIC INFANTIL;ÁCIDO FÓLICO;NATULAB LABORATÓRIO S.A;Específico;Tarja Vermelha
AFOPIC;ÁCIDO FÓLICO;LABORATÓRIO TEUTO BRASILEIRO S/A;Específico;Tarja Vermelha
AFRAT;IBANDRONATO DE SÓDIO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
AFRIN;CLORIDRATO DE OXIMETAZOLINA;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;Novo;Tarja Vermelha
AFRIN;CLORIDRATO DE OXIMETAZOLINA;MERCK SHARP & DOHME FARMACEUTICA LTDA;Novo;Tarja Vermelha
AFRIN;CLORIDRATO DE OXIMETAZOLINA;BAYER S.A.;Novo (Referência);Tarja Vermelha
AFTINE;"TARTARATO DE BISMUTO E SÓDIO;SULFATO DE NEOMICINA;MENTOL;CLORIDRATO DE PROCAÍNA";CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
AGAMIR;DICLORIDRATO DE PRAMIPEXOL;NOVA QUIMICA FARMACÊUTICA S/A;Similar;Tarja Vermelha
AGASTEN;FUMARATO DE CLEMASTINA;NOVARTIS BIOCIENCIAS S.A;Novo;Tarja Vermelha
AGLITIL;CLORIDRATO DE PIOGLITAZONA;EMS SIGMA PHARMA LTDA;Similar;Tarja Vermelha
AGLUCOSE;ACARBOSE;EMS SIGMA PHARMA LTDA;Biológicos;Tarja Vermelha
AGOMELATINA;AGOMELATINA;EMS S/A;Genérico;Tarja Preta
AGRASTAT;TIROFIBANA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
AGRYLIN;CLORIDRATO DE ANAGRELIDA;EMS SIGMA PHARMA LTDA;Novo (Referência);Venda Livre
AGRYLIN;CLORIDRATO DE ANAGRELIDA;SHIRE FARMACÊUTICA BRASIL LTDA.;Novo (Referência);Venda Livre
ÁGUA ESTÉRIL BAXTER;ÁGUA PARA INJETÁVEIS;BAXTER HOSPITALAR LTDA;Específico;Tarja Vermelha
ÁGUA ESTÉRIL BAXTER;NI;BAXTER HOSPITALAR LTDA;Específico;Tarja Vermelha
ÁGUA ESTÉRIL PARA INJETÁVEIS BEKER;ÁGUA PARA INJETÁVEIS;BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA;Específico;Venda Livre
ÁGUA ESTÉRIL PARA INJETÁVEIS BEKER;ÁGUA PARA INJETÁVEIS;BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA;Similar;Venda Livre
AGUA PARA INJECAO;ÁGUA PARA INJETÁVEIS;JP INDUSTRIA FARMACEUTICA S/A;Específico;Venda Livre
AGUA PARA INJECAO;ÁGUA PARA INJETÁVEIS;LABORATORIO SANOBIOL LIMITADA;Específico;Venda Livre
AGUA PARA INJEÇÃO;ÁGUA PARA INJETÁVEIS;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;Específico;Venda Livre
ÁGUA PARA INJEÇÃO;ÁGUA PARA INJETÁVEIS;ANTIBIÓTICOS DO BRASIL LTDA;Específico;Venda Livre
ÁGUA PARA INJEÇÃO;NI;ANTIBIÓTICOS DO BRASIL LTDA;Específico;Venda Livre
ÁGUA PARA INJEÇÃO;ÁGUA PARA INJETÁVEIS;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;Específico;Venda Livre
ÁGUA PARA INJEÇÃO;ÁGUA PARA INJETÁVEIS;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;Específico;Venda Livre
ÁGUA PARA INJEÇÃO;ÁGUA PARA INJETÁVEIS;FRESENIUS KABI BRASIL LTDA;Específico;Venda Livre
ÁGUA PARA INJEÇÃO;ÁGUA PARA INJETÁVEIS;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;Específico;Venda Livre
ÁGUA PARA INJEÇÃO;NI;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;Específico;Venda Livre
ÁGUA PARA INJEÇÃO B. BRAUN;ÁGUA PARA INJETÁVEIS;LABORATÓRIOS B. BRAUN S/A;Específico;Venda Livre
ÁGUA PARA INJEÇÃO B. BRAUN;ÁGUA PARA INJETÁVEIS;LABORATÓRIOS B. BRAUN S/A;Similar;Venda Livre
ÁGUA PARA INJEÇÃO DILUENTE;ÁGUA PARA INJETÁVEIS;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Específico;Venda Livre
AGUA PARA INJETAVEIS;NI;BLAU FARMACÊUTICA S.A.;Específico;Venda Livre
ÁGUA PARA INJETAVÉIS;NI;FARMARIN INDUSTRIA E COMERCIO LTDA;Específico;Venda Livre
ÁGUA PARA INJETÁVEIS;ÁGUA PARA INJETÁVEIS;EUROFARMA LABORATÓRIOS S.A.;Específico;Venda Livre
ÁGUA PARA INJETÁVEIS;NI;FARMARIN INDUSTRIA E COMERCIO LTDA;Específico;Venda Livre
ÁGUA PARA INJETÁVEIS;NI;SAMTEC BIOTECNOLOGIA LIMITADA;Específico;Venda Livre
ÁGUA PARA INJETÁVEIS BASA;ÁGUA PARA INJETÁVEIS;INDUSTRIA FARMACEUTICA BASA LTDA;Específico;Venda Livre
ÁGUA PARA IRRIGAÇÃO;ÁGUA;FRESENIUS KABI BRASIL LTDA;Específico;Tarja Vermelha
ÁGUA PARA IRRIGAÇÃO;NI;JP INDUSTRIA FARMACEUTICA S/A;Específico;Tarja Vermelha
AGUD;"PARACETAMOL;FOSFATO DE CODEÍNA";BIOLAB SANUS FARMACÊUTICA LTDA;Similar;Tarja Preta
AH-ZUL;CITRATO DE SILDENAFILA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Preta
AIPRI;ARIPIPRAZOL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Similar;Venda Livre
AIRCLIN;TRIANCINOLONA ACETONIDA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Novo (Referência);Tarja Preta
AIRES;ACETILCISTEÍNA;EUROFARMA LABORATÓRIOS S.A.;Similar;Venda Livre
AITRAVIC;TRAVOPROSTA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
AIXA;"ETINILESTRADIOL;ACETATO DE CLORMADINONA";SANOFI MEDLEY FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
AKINETON;CLORIDRATO DE BIPERIDENO;LABORATÓRIOS BAGÓ DO BRASIL S/A;Novo (Referência);Tarja Vermelha
AKYNZEO;"PALONOSETRONA;NETUPITANTO";MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;Novo;Tarja Vermelha
ALAGLU;ALANILGLUTAMINA;INPHARMA LABORATORIOS LTDA;Específico;Tarja Vermelha
ALBEL;ALBENDAZOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Venda Livre
ALBENDAZOL;ALBENDAZOL;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;EMS S/A;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;GERMED FARMACEUTICA LTDA;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;1FARMA INDUSTRIA FARMACEUTICA LTDA;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;PRATI DONADUZZI & CIA LTDA;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
ALBENDAZOL;ALBENDAZOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Genérico;Venda Livre
ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL;ALBENDAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Venda Livre
ALBENTEL;ALBENDAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Venda Livre
ALBICON;"CLORATO DE POTÁSSIO;BICARBONATO DE SÓDIO;BENZOCAÍNA";CHIESI FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
ALBIOMIN;ALBUMINA HUMANA;BIOTEST FARMACÊUTICA LTDA;Biológicos;Tarja Vermelha
ALBISTIN;NISTATINA;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;Similar;Tarja Vermelha
ALBISTIN;NISTATINA;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;Similar;Venda Livre
ALBOCRESIL;POLICRESULENO;TAKEDA PHARMA LTDA.;Novo (Referência);Tarja Vermelha
ALBOCRESIL;POLICRESULENO;TAKEDA PHARMA LTDA.;Novo;Tarja Vermelha
ALBUMAX;ALBUMINA HUMANA;BLAU FARMACÊUTICA S.A.;Biológicos;Tarja Vermelha
ALBUMINA HUMANA GRIFOLS 20%;ALBUMINA HUMANA;GRIFOLS BRASIL LTDA;Biológicos;Tarja Vermelha
ALBUMINA SÉRICA HUMANA NORMAL;ALBUMINA HUMANA;SHIRE FARMACÊUTICA BRASIL LTDA.;Biológicos;Tarja Vermelha
ALBUMINA SÉRICA HUMANA NORMAL;ALBUMINA HUMANA;BAXALTA BRASIL BIOCIÊNCIA LTDA;Biológicos;Tarja Vermelha
ALBUMINAR;ALBUMINA HUMANA;CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Biológicos;Tarja Vermelha
ALBUREX 20;ALBUMINA HUMANA;CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Biológicos;Tarja Vermelha
ALCACHOFRA MULTILAB;CYNARA SCOLYMUS L.;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;    -     ;Tarja Vermelha sob restrição
ALCYTAM;CITALOPRAM;TORRENT DO BRASIL LTDA;Similar;Tarja Vermelha
ALDACTONE;ESPIRONOLACTONA;WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
ALDAZIDA;"HIDROCLOROTIAZIDA;ESPIRONOLACTONA";WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo;Tarja Vermelha
ALDIJET;"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";SUPERA FARMA LABORATÓRIOS S.A;Similar;Tarja Preta
ALDOMET;METILDOPA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Preta
ALDOSTERIN;ESPIRONOLACTONA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
ALDOSTERIN;ESPIRINOLACTONA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
ALDURAZYME;LARONIDASE;SANOFI-AVENTIS FARMACÊUTICA LTDA;Biológicos;Tarja Vermelha
ALECENSA;CLORIDRATO DE ALECTINIBE;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Novo;Tarja Vermelha
ALEKTOS;BILASTINA;TAKEDA PHARMA LTDA.;Novo (Referência);Tarja Vermelha
ALENDIL;ALENDRONATO DE SÓDIO TRI-HIDRATADO;FARMOQUÍMICA S/A;Similar;Tarja Vermelha
ALENDIL CÁLCIO D;"COLECALCIFEROL;CARBONATO DE CÁLCIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO";FARMOQUÍMICA S/A;Novo (Referência);Tarja Vermelha
ALENDÓSSEO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;EMS S/A;Similar;Tarja Vermelha
ALENDRONATO DE SODIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Genérico;Tarja Vermelha
ALENDRONATO DE SODIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;Genérico;Tarja Vermelha
ALENDRONATO DE SODIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
ALENDRONATO DE SODIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;EMS S/A;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO;1FARMA INDUSTRIA FARMACEUTICA LTDA;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO;NOVARTIS BIOCIENCIAS S.A;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO;CELLERA FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
ALENDRUS;ALENDRONATO DE SÓDIO TRI-HIDRATADO;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
ALENIA;"FUMARATO DE FORMOTEROL;BUDESONIDA";BIOSINTÉTICA FARMACÊUTICA LTDA;Novo;Tarja Vermelha
ALENIA;"FUMARATO DE FORMOTEROL DI-HIDRATADO;BUDESONIDA";BIOSINTÉTICA FARMACÊUTICA LTDA;Novo;Tarja Vermelha
ALENIA;"FUMARATO DE FORMOTEROL;BUDESONIDA";BIOSINTÉTICA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
ALENIA;BUDESONIDA;Aché Laboratórios Farmacêuticos S.A;Novo;Tarja Vermelha
ALENOST;ALENDRONATO DE SÓDIO TRI-HIDRATADO;WYETH INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
ALENTHUS XR;CLORIDRATO DE VENLAFAXINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
ALERADINA;DESLORATADINA;GERMED FARMACEUTICA LTDA;Similar;Tarja Vermelha
ALERFIN;DIPROPIONATO DE BECLOMETASONA;CHIESI FARMACÊUTICA LTDA;Similar;Tarja Preta
ALERGALIV;LORATADINA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
ALERGALIV D;"SULFATO DE PSEUDOEFEDRINA;LORATADINA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Venda Livre
ALERGIDEX;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
ALERGIDEX;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;Similar;Tarja Vermelha
ALERGOMINE;MALEATO DE DEXCLORFENIRAMINA;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Similar;Tarja Vermelha
ALEVO;LEVOFLOXACINO HEMI-HIDRATADO;SUPERA FARMA LABORATÓRIOS S.A;Similar;Tarja Preta
ALEVO;LEVOFLOXACINO HEMIIDRATADO;SUPERA FARMA LABORATÓRIOS S.A;Similar;Tarja Preta
ALEXA;"GESTODENO;ETINILESTRADIOL";EMS SIGMA PHARMA LTDA;Similar;Tarja Vermelha
ALFAEPOETINA;ERITROPOIETINA;BLAU FARMACÊUTICA S.A.;Biológicos;Tarja Vermelha
ALFAEPOETINA;ERITROPOETINA HUMANA RECOMBINANTE;BLAU FARMACÊUTICA S.A.;Biológicos;Tarja Vermelha
ALFAEPOETINA;ALFAEPOETINA;BLAU FARMACÊUTICA S.A.;Biológicos;Tarja Vermelha
ALFAEPOETINA;ALFAEPOETINA;FUNDAÇÃO OSWALDO CRUZ;Biológicos;Tarja Vermelha
ALFAEPOETINA HUMANA RECOMBINANTE;ALFAEPOETINA;BLAU FARMACÊUTICA S.A.;Biológicos;Tarja Vermelha
ALFAESTRADIOL;ALFAESTRADIOL;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;Genérico;Tarja Vermelha
ALFAINTERFERONA 2B;ALFAINTERFERONA 2B;FUNDAÇÃO OSWALDO CRUZ;Biológicos;Tarja Vermelha
ALFAINTERFERONA 2B (RECOMBINANTE);ALFAINTERFERONA 2B;BIOSINTÉTICA FARMACÊUTICA LTDA;Biológicos;Tarja Vermelha
ALFAINTERFERONA 2B (RECOMBINANTE);ALFAINTERFERONA 2B;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Biológicos;Tarja Vermelha
ALFAST;CLORIDRATO DE ALFENTANILA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
ALFAST;CLORIDRATO DE ALFENTANILA MONOIDRATADA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";EMS S/A;Genérico;Tarja Preta
ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Preta
ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";GERMED FARMACEUTICA LTDA;Genérico;Tarja Preta
ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Preta
ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";MABRA FARMACÊUTICA LTDA.;Genérico;Tarja Preta
ALGEXIN;BUTILBROMETO DE ESCOPOLAMINA;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Similar;Tarja Vermelha
ALGEXIN COMPOSTO;"BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA";CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Similar;Tarja Vermelha
ALGI TANDERIL;"PARACETAMOL;DICLOFENACO SÓDICO;CARISOPRODOL;CAFEÍNA";GLENMARK FARMACÊUTICA LTDA;Similar;Tarja Preta
ALGICOD;"PARACETAMOL;FOSFATO DE CODEÍNA";MOMENTA FARMACÊUTICA LTDA.;Similar;Tarja Preta
ALGIE;CETOPROFENO;MOMENTA FARMACÊUTICA LTDA.;Similar;Venda Livre
ALGINAC;"NITRATO DE TIAMINA;DICLOFENACO SÓDICO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA";MERCK S/A;Novo;Tarja Vermelha
ALGINAC;"DICLOFENACO;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA";MERCK S/A;Novo (Referência);Tarja Vermelha
ALGINAC;"NITRATO DE TIAMINA;DICLOFENACO SÓDICO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA";MERCK S/A;Novo (Referência);Tarja Vermelha
ALGINAC;CIANOCOBALAMINA;MERCK S/A;Novo (Referência);Tarja Vermelha
ALGINAC;"CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;DICLOFENACO DE SÓDIO";MERCK S/A;Novo (Referência);Tarja Vermelha
ALGINAC;"NITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;DICLOFENACO DE SÓDIO";MERCK S/A;Novo (Referência);Tarja Vermelha
